"マスタ商品名","セット品フラグ","商品区分","商品扱区分","航空便不可","掛率区分","商品コード","在庫数","販売予定数","販売価格","品切れ時入荷予定"
"3.0不透明ｺﾊﾞﾙﾄﾌﾞﾙｰ0114","1","01","1","0","65","626079","79","0","1500","入荷次第お届けします"
"3.0不透明ﾃｨｰﾙｸﾞﾘｰﾝ0144","1","01","1","0","65","626080","96","0","1500","入荷次第お届けします"
"3.0不透明ﾄﾞﾘﾌﾄｳｯﾄﾞｸﾞﾚｰ0132","1","01","1","0","65","626081","53","0","1500","入荷次第お届けします"
"3.0ｶﾞﾗｽ色見本用ｻﾝﾌﾟﾙﾊﾟｯｸ","1","01","1","0","65","626082","35","0","4000","入荷次第お届けします"
"ｶﾞﾗｽｶｯﾀｰ","1","01","1","0","65","626083","53","0","1900","入荷次第お届けします"
"ﾜﾆ口ﾍﾟﾝﾁ","1","01","1","0","65","626084","52","0","2350","入荷次第お届けします"
"離型剤 ｼｪﾙﾌﾌﾟﾗｲﾏｰ","1","01","1","0","65","626085","39","0","270","入荷次第お届けします"
"ｽﾗﾝﾋﾟﾝｸﾞﾓｰﾙﾄﾞ  丸  160ｍｍ","1","01","1","0","65","626086","27","0","400","入荷次第お届けします"
"ｽﾗﾝﾋﾟﾝｸﾞﾓｰﾙﾄﾞ  角  159ｍｍ","1","01","1","0","65","626087","177","0","1100","入荷次第お届けします"
"ｶﾞﾗｽｽﾄﾘﾝｶﾞｰ ｸﾘｱｰ （20本入り）","1","01","1","0","65","626088","12","0","550","入荷次第お届けします"
"ﾐﾙﾌｨｵﾘ  5㎜","1","01","1","0","65","626090","10","0","120","入荷次第お届けします"
"ﾌｧｲﾝﾎﾟｲﾝﾄﾍﾟﾝ","1","01","1","0","52","628001","121","0","200","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾚﾓﾝ","1","01","1","0","62","630001","11","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾗｲﾗｯｸ","1","01","1","0","62","630002","12","0","1750","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾛｰｽﾞﾋﾟﾝｸ","1","01","1","0","62","630003","4","0","900","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾙﾋﾞｰ","1","01","1","0","62","630004","20","0","2200","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾎﾞﾙﾄﾞｰ","1","01","1","0","62","630005","14","0","3800","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ｱｲｱﾝﾚｯﾄﾞ","1","01","1","0","62","630006","14","0","550","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾌﾚﾝﾁﾊﾞｰﾐﾘｵﾝ","1","01","1","0","62","630007","18","0","550","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾚｯﾄﾞﾌﾞﾗｳﾝ","1","01","1","0","62","630008","17","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾊﾞｰﾝﾄｱﾝﾊﾞｰ","1","01","1","0","62","630009","20","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾊﾞｰﾝﾄｼｪﾝﾅ","1","01","1","0","62","630010","16","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾗｲﾄｷｬﾒﾙ","1","01","1","0","62","630011","12","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾏｽｶｯﾄ","1","01","1","0","62","630012","24","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ｻﾌﾗﾝ","1","01","1","0","62","630013","8","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾎﾜｲﾄ","1","01","1","0","62","630014","5","0","650","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾌﾞﾙｰｸﾞﾚｰ","1","01","1","0","62","630015","2","0","550","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾁｬｺｰﾙｸﾞﾚｰ","1","01","1","0","62","630016","5","0","550","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾌﾞﾗｯｸ","1","01","1","0","62","630017","12","0","650","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ｸﾛﾑｸﾞﾘｰﾝ","1","01","1","0","62","630018","7","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ｵﾘｰﾌﾞｸﾞﾘｰﾝ","1","01","1","0","62","630019","17","0","550","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾌﾞﾙｰｸﾞﾘｰﾝ","1","01","1","0","62","630020","21","0","550","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾀｰｺｲｽﾞﾗｲﾄ","1","01","1","0","62","630021","1","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ｽｶｲﾌﾞﾙｰ","1","01","1","0","62","630022","8","0","500","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾏﾘﾝﾌﾞﾙｰ","1","01","1","0","62","630023","7","0","650","入荷次第お届けします"
"ﾌﾟﾚﾐｱﾑｶﾗｰｽﾞ ﾈｲﾋﾞｰﾌﾞﾙｰ","1","01","1","0","62","630024","14","0","900","入荷次第お届けします"
"肌色　101","1","01","1","0","62","630025","16","0","450","入荷次第お届けします"
"ﾋﾟﾝｸ　105","1","03","1","0","62","630027","0","0","1000","販売終了いたしました"
"ﾗｲﾗｯｸ　10","1","01","1","0","62","630029","0","0","3580","販売終了いたしました"
"ｵﾘｰﾌﾞ　11","1","01","1","0","62","630030","0","0","300","販売終了いたしました"
"ﾏﾛﾝ　111","1","01","1","0","62","630032","0","0","3040","販売終了いたしました"
"ｵﾘｰﾌﾞ　115","1","01","1","0","62","630034","0","0","300","販売終了いたしました"
"ｵﾘｰﾌﾞ　116","1","01","1","0","62","630035","23","0","350","入荷次第お届けします"
"オリーブ117","1","01","1","0","62","630036","3","0","400","入荷次第お届けします"
"ｵﾘｰﾌﾞ　12","1","01","1","0","62","630037","0","0","300","販売終了いたしました"
"ﾗｲﾗｯｸ　120","1","01","1","0","62","630038","0","0","1840","販売終了いたしました"
"ﾗｲﾗｯｸ　121","1","01","1","0","62","630039","0","0","3860","販売終了いたしました"
"ﾗｲﾗｯｸ　125","1","01","1","0","62","630040","0","0","1800","販売終了いたしました"
"淡水色　126","1","01","1","0","62","630041","8","0","360","入荷次第お届けします"
"ﾌﾞﾙｰ　138","1","01","1","0","62","630042","0","0","510","販売終了いたしました"
"草青　14","1","01","1","0","62","630043","0","0","350","販売終了いたしました"
"濃黄　14","1","01","1","0","62","630044","1","0","350","入荷次第お届けします"
"ﾋﾟﾝｸ　150","1","01","1","0","62","630045","4","0","1650","入荷次第お届けします"
"ﾋﾟﾝｸ　151","1","01","1","0","62","630046","7","0","1500","入荷次第お届けします"
"ﾋﾟﾝｸ　164","1","03","1","0","62","630047","0","0","1280","販売終了いたしました"
"黒茶　16","1","01","1","0","62","630048","0","0","350","販売終了いたしました"
"ﾁｮｺﾚｰﾄ　18","1","01","1","0","62","630049","11","0","400","入荷次第お届けします"
"金茶　1","1","01","1","0","62","630050","15","0","400","入荷次第お届けします"
"ｸﾞﾘｰﾝ　2","1","01","1","0","62","630053","15","0","500","入荷次第お届けします"
"濃紺青　201","1","01","1","0","62","630056","6","0","650","入荷次第お届けします"
"洋赤　24","1","01","1","0","62","630058","10","0","350","入荷次第お届けします"
"ｸﾞﾘｰﾝ　254","1","01","1","0","62","630059","0","0","480","販売終了いたしました"
"ｸﾞﾘｰﾝ　255","1","01","1","0","62","630060","0","0","500","販売終了いたしました"
"ｸﾞﾘｰﾝ　26","1","01","1","0","62","630061","0","0","300","販売終了いたしました"
"黒茶　290","1","01","1","0","62","630062","0","0","350","販売終了いたしました"
"黒茶　292","3","01","1","0","62","630063","1","0","450","入荷次第お届けします"
"黒茶　293","1","01","1","0","62","630064","0","0","350","販売終了いたしました"
"ｸﾞﾚｰ　315","1","01","1","0","62","630065","0","0","380","販売終了いたしました"
"緑青　40","1","01","1","0","62","630070","0","0","350","販売終了いたしました"
"ﾗｲﾗｯｸ　44","1","01","1","0","62","630071","9","0","850","入荷次第お届けします"
"ｸﾞﾘｰﾝ　4","1","01","1","0","62","630072","12","0","450","入荷次第お届けします"
"ﾏﾛﾝ　4","1","01","1","0","62","630073","0","0","6320","販売終了いたしました"
"ｸﾞﾚｰ　500","1","01","1","0","62","630074","0","0","620","販売終了いたしました"
"ｸﾞﾚｰ　501","1","03","1","0","62","630075","0","0","620","販売終了いたしました"
"ﾏﾛﾝ　50","1","01","1","0","62","630078","11","0","7700","入荷次第お届けします"
"ﾌﾞﾙｰ　512","1","01","1","0","62","630079","7","0","450","入荷次第お届けします"
"ﾓｴｷﾞ　55","1","01","1","0","62","630080","0","0","300","販売終了いたしました"
"ﾌﾞﾙｰ　563","1","01","1","0","62","630081","9","0","1200","入荷次第お届けします"
"ｸﾘｰﾑ　黄 5","1","01","1","0","62","630084","0","0","260","販売終了いたしました"
"水青　6","1","01","1","0","62","630086","0","0","400","入荷次第お届けします"
"ﾏﾛﾝ　6","1","01","1","0","62","630087","0","0","2530","販売終了いたしました"
"ｸﾞﾚｰ　703","1","01","1","0","62","630089","0","0","350","販売終了いたしました"
"ﾄﾞﾗﾌﾞ　71","1","01","1","0","62","630090","0","0","350","販売終了いたしました"
"淡黄　711","1","01","1","0","62","630091","5","0","350","入荷次第お届けします"
"ｸﾞﾚｰ　722","1","01","1","0","62","630093","13","0","400","入荷次第お届けします"
"海碧　725","1","01","1","0","62","630094","0","0","420","販売終了いたしました"
"ﾄﾞﾗﾌﾞ75","1","01","1","0","62","630096","6","0","450","販売終了致しました"
"ｸﾞﾘｰﾝ　760","1","03","1","0","62","630098","0","0","400","販売終了致しました"
"ﾌﾞﾙｰ　842","1","03","1","0","62","630102","0","0","520","販売終了いたしました"
"淡茶　880","1","01","1","0","62","630103","0","0","350","販売終了いたしました"
"ﾀﾞｰｸｸﾞﾘｰﾝ　94","1","01","1","0","62","630104","0","0","350","販売終了いたしました"
"緑青　9","1","01","1","0","62","630105","0","0","350","販売終了いたしました"
"ﾋﾟﾝｸ　9","1","01","1","0","62","630106","0","0","1240","販売終了いたしました"
"ﾁｮｺﾚｰﾄ　Ｃ","1","01","1","0","62","630107","2","0","400","入荷次第お届けします"
"暗青　M114","1","01","1","0","62","630123","13","0","450","入荷次第お届けします"
"ｵﾘｰﾌﾞ　Ｍ119","1","01","1","0","62","630124","0","0","300","販売終了いたしました"
"ﾎﾜｲﾄ　SE189","1","01","1","0","62","630127","2","0","500","入荷次第お届けします"
"白盛　U100","1","01","1","0","62","630128","-12","0","550","入荷次第お届けします"
"黒　U1500","1","01","1","0","62","630130","4","0","800","入荷次第お届けします"
"黒煤竹　U208","1","01","1","0","62","630131","8","0","450","入荷次第お届けします"
"洋赤　U22","1","01","1","0","62","630132","10","0","350","入荷次第お届けします"
"円子　U25","1","01","1","0","62","630133","0","0","1100","販売終了いたしました"
"ｲﾝｸﾞﾚｰｽﾞ　ﾌﾞﾗｯｸ","1","01","1","0","62","630138","9","0","750","入荷次第お届けします"
"ｲﾝｸﾞﾚｰｽﾞ　淡ｸﾞﾚｰ","1","03","1","0","62","630141","0","0","550","販売終了いたしました"
"ｲﾝｸﾞﾚｰｽﾞ ﾌﾞﾗｳﾝ","1","01","1","0","62","630145","11","0","700","入荷次第お届けします"
"ｲﾝｸﾞﾚｰｽﾞ  濃ﾌﾞﾗｳﾝ","1","01","1","0","62","630147","0","0","500","販売終了いたしました"
"ｲﾝｸﾞﾚｰｽﾞ　ﾙﾘ","3","01","1","0","62","630149","1","0","1200","入荷次第お届けします"
"ｲﾝｸﾞﾚｰｽﾞ ｻｰﾓﾝﾋﾟﾝｸ","1","01","1","0","62","630153","0","0","1200","販売終了致しました"
"ｲﾝｸﾞﾚｰｽﾞ　 ﾀﾞｰｸﾌﾞﾙｰ","1","01","1","0","62","630158","7","0","650","入荷次第お届けします"
"ｲﾝｸﾞﾚｰｽﾞ　 ｸﾞﾘｰﾝ","1","01","1","0","62","630161","9","0","650","入荷次第お届けします"
"特別濃紺青 UTB","1","01","1","0","62","630164","2","0","900","入荷次第お届けします"
"ｸﾘｰﾑ　UTK","1","01","1","0","62","630165","0","0","300","販売終了いたしました"
"ﾍﾞｰｼﾞｭ　W1","1","01","1","0","62","630166","0","0","450","販売終了いたしました"
"黒茶　10","1","01","1","0","62","630167","0","0","450","販売終了いたしました"
"黄　W３","1","01","1","0","62","630169","0","0","450","販売終了いたしました"
"ｸﾞﾘｰﾝ　W4","1","01","1","0","62","630170","0","0","450","販売終了いたしました"
"ｸﾞﾘｰﾝ W6","1","01","1","0","62","630172","0","0","450","販売終了いたしました"
"淡茶　W9","1","01","1","0","62","630175","0","0","450","販売終了いたしました"
"ﾋﾟﾝｸ Y","1","01","1","0","62","630176","0","0","1100","入荷次第お届けします"
"ﾋﾟﾝｸ　Y2","1","01","1","0","62","630177","22","0","1100","入荷次第お届けします"
"黒軸白毛版下筆 小","1","01","1","0","65","630180","27","0","1800","入荷次第お届けします"
"ｽﾊﾟｰﾃﾙ(ｽﾃﾝ製さじ)","1","01","1","0","65","630183","18","0","380","入荷次第お届けします"
"ﾏｰﾌﾞﾙﾋﾟﾝｸ(4色ｾｯﾄ）","1","01","1","0","62","630186","0","0","3000","販売終了いたしました"
"ﾏﾗｶｲﾄ(4色ｾｯﾄ）","1","01","1","0","62","630187","7","0","2500","入荷次第お届けします"
